moduleTitle;packLabel;sourceDocument;name;type;cost;quantity;reference;state;img;uuid;path;occurrences;modules
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Fruit Pudding;equipment;1 orteg;1;;other;icons/consumables/food/berries-cream-bowl-mint-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.yICrS3hrvyoU1lYk;items.204;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Fruit Sherbet;equipment;7 thaler;1;;other;icons/consumables/food/berries-cream-bowl-mint-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.IDmmh6TUekYZmtmJ;items.205;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Fruit Tea;equipment;1 shillings;1;;other;icons/commodities/materials/bowl-liquid-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.MqPVolHGcQzJotju;items.206;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Fruit Tobacco, one box";equipment;4 ortegs;1;;other;icons/consumables/plants/herb-tied-bundle-dried-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.uVS9mtd52GBzZfzk;items.153;1;Symbaroum Core Rulebook
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;Fuglomaru's Liar Fire;equipment;;1;;other;icons/tools/laboratory/bowl-liquid-orange.webp;Compendium.symbaroum-gmg.symbaroum-gmg.wP6INuJs5TQnuCO6;items.26;1;Symbaroum Game Master's Guide
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Fullangra's Chest;equipment;;1;;other;icons/containers/chest/chest-simple-box-steel-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.cxiOUaenEVfXFE26;items.7;1;Symbaroum Adventure Collection
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Garrotes;equipment;;1;;other;icons/sundries/survival/leather-strap-brown.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.pckvsWIvtt5yScX0;actors.38.items.11;1;Symbaroum - Thistle Hold - Wrath of the Warden
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Ghastly Mask;equipment;5–10 ortegs;1;;active;icons/equipment/head/mask-carved-scream-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.gPIzknhweU8ZED8R;actors.29.items.4;2;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Ghost Candle;equipment;2 thaler;3;;other;icons/sundries/lights/candle-unlit-red.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.oFQEvKCYVBvJFkzP;actors.27.items.10;3;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Ginger, one box";equipment;5 ortegs;1;;other;icons/consumables/plants/thorned-stem-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.whDIIZBhqTTFRwXK;items.154;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Glass vial;equipment;1 shilling;1;;other;icons/tools/laboratory/vial-orange.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.jAJ8kiArike0ax5o;items.376;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Gold, one bar";equipment;500 thaler;1;;other;icons/commodities/metal/ingot-engraved-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Vtt2efTBQGeZdvMb;items.155;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Gown;equipment;1–5 ortegs;1;;other;icons/equipment/chest/robe-layered-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.egAj6lM1KdqirHJY;items.377;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Grain, one sack";equipment;2 shillings;1;;other;icons/containers/bags/sack-open-grain-tan.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.TBhVOzLrU2uan1t3;items.156;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Grappling hook;equipment;1 thaler;1;;other;icons/weapons/sickles/sickle-hooked-barbed.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.HiUvqNPY9LQBTelJ;items.378;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Hack Tray (cheese and meats);equipment;3 shillings;1;;other;icons/consumables/food/plate-steak-grilled-brown-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.RpksPVVzbh5nvrRg;items.207;1;Symbaroum Core Rulebook
Symbaroum Game Master's Guide;Symbaroum Game Master's Guide;Symbaroum Game Masters Guide;Hafmuul's Transformation Garments;equipment;;1;;other;modules/symbaroum-gmg/images/journal/transformation-garment.webp;Compendium.symbaroum-gmg.symbaroum-gmg.OjXVofGocEuDhprg;items.27;1;Symbaroum Game Master's Guide
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Hammer;equipment;1 thaler;1;;other;icons/tools/hand/hammer-cobbler-steel.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.2xsxie4YfSKzE49y;items.379;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Hash Patties with Turnips;equipment;2 shillings;1;;other;icons/consumables/food/plate-pasta-noodles-white-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.dZB2JK89jEBQVef5;items.208;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Hat;equipment;2–4 ortegs;1;;active;icons/equipment/head/hat-tricorn-brown.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.idiMlMZY8tSf7Y1u;actors.56.items.5;2;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Hat;equipment;2–4 ortegs;1;;other;icons/equipment/head/hat-tricorn-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.avUs57KAmBICf6rt;items.380;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Headband of rusty Iron;equipment;;1;;active;icons/commodities/metal/clasp-steel-braid.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Q6o1lBLIAWfcr470;actors.51.items.11;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Healing Spider;equipment;4 thaler;1;;other;icons/commodities/treasure/token-white-spider.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.aoJvGQh4st21UrYR;items.36;2;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum - Thistle Hold - Wrath of the Warden;Symbaroum Wrath of the Warden;Symbaroum Wrath of the Warden;Herbal Cure;equipment;1 thaler;4;;other;icons/tools/laboratory/bowl-powder-purple.webp;Compendium.symbaroum-tot-wotw.symbaroum-wrath-of-the-warden.jNVDSWxpUgQQxxqf;actors.13.items.20;20;"Symbaroum - Thistle Hold - Wrath of the Warden, Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Herbal Tea;equipment;2 ortegs;1;;other;icons/commodities/materials/bowl-liquid-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.q4eGSsZvvinwe1Df;items.209;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Herbal Tobacco, one box";equipment;2 shillings;1;;other;icons/consumables/plants/fern-sword-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.90CaLe5XZkWIRMBv;items.157;2;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Monster Codex;Symbaroum Monster Codex;Symbaroum Monster Codex;Holy Symbol;equipment;;1;;other;icons/magic/symbols/runes-triangle-orange.webp;Compendium.symbaroum-monstercodex.symbaroum-monster-codex.NIiSj8lt1PcmvDrI;actors.21.items.7;1;Symbaroum Monster Codex
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Holy Water;equipment;2 thaler;1;;other;icons/consumables/potions/potion-tube-corked-labeled-cyan.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.uy0VQD0YEqTClxQI;items.4;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Homing Arrow;equipment;2 thaler;1;;other;icons/weapons/ammunition/arrow-head-war-flight.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.6eDefGOhMG1klpIm;items.5;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Homunculus;equipment;2 thaler (Black market only);1;;other;icons/consumables/nuts/nut-spiked-shell.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.kW6BtBmenR3A2kZZ;items.6;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Honey-roasted Sorrel;equipment;3 shillings;1;;other;icons/consumables/plants/leaf-pink.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Sad6A4xaLnbpBDDa;items.210;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Honey, one jar";equipment;1 shilling;1;;other;icons/consumables/food/preserves-jam-jelly-jar-brown-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.um0Bm5T794k0Praz;items.211;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Horn;equipment;4 ortegs;1;;other;icons/tools/instruments/horn-red-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.1Dw8JMS0450pfWzT;items.381;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Hour glass;equipment;4 thaler;1;;other;icons/tools/navigation/hourglass-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.EdODRnX1vZ0fl8Zq;items.382;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Hunting Traps;equipment;5 shillings;1;;other;icons/environment/traps/trap-jaw-tan.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.mG9pIuoFd12ijpH6;actors.16.items.7;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Hurdy-gurdy;equipment;3 thaler;1;;other;icons/tools/instruments/harp-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.DGXYCFQdHJzTc7sJ;items.158;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Ice Cream & Fruit;equipment;2 ortegs;1;;other;icons/consumables/food/berries-cream-bowl-mint-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.FigHTlM9kZscJzmM;items.212;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Ink and feather;equipment;1 shilling;1;;other;icons/tools/scribal/ink-quill-pink.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.XoPi2xEn5Q5FpKcm;items.383;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Interrogation Tools;equipment;;1;;other;icons/tools/hand/wrench-steel-grey.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.vRhxDh0SpeBa5TEK;actors.1.items.11;3;Symbaroum Adventure Collection
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Interrogation Tools;equipment;1 thaler;1;;other;icons/tools/hand/hammer-and-nail.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.DP4QW4x97zY5l53R;actors.32.items.4;4;"Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Iron Crown;equipment;10 thaler;1;;other;icons/magic/control/control-influence-crown-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.btOE3I9V6P9S5D6A;items.37;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Iron Oak Tea;equipment;8 ortegs;1;;other;icons/commodities/materials/bowl-liquid-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.mCIshLOVdiYyMBzA;items.213;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Iron, one bar";equipment;1 thaler;1;;other;icons/commodities/metal/ingot-worn-iron.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.lOlmYOLFWlTgqJXY;items.159;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Jewelry & Trinkets;equipment;1D10 thaler;1;;other;icons/equipment/neck/choker-rough-green.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.lUQDwmmQlLTAq2qX;actors.18.items.11;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Jug of Liquor;equipment;3 thaler;1;;other;icons/containers/kitchenware/jug-clay-brown-sealed.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.H22xkG34JmmD2i5D;actors.62.items.6;1;Symbaroum Adventure Collection
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Kidney Pie;equipment;2 shillings;1;;other;icons/consumables/food/plate-pasta-noodles-white-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.I4bijtBLasDM2s7a;items.214;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;King’s Steak in Gravy;equipment;8 shillings;1;;other;icons/consumables/food/bowl-ribs-meat-rice-mash-brown-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.ntcQjZ5agwTls9wK;items.215;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Knapsack;equipment;1 shilling;1;;other;icons/containers/bags/pack-simple-leather.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.rereHD0WR1J9Wy8f;items.384;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Ladder;equipment;7 ortegs;1;;other;icons/sundries/misc/ladder.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.14jr0tLMQUM4kLBW;items.385;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Lamp oil;equipment;1 orteg;1;;other;icons/consumables/potions/bottle-bulb-empty-glass.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.HUvBL8aGlKayfp6A;items.386;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Lantern;equipment;4 ortegs;1;;other;icons/sundries/lights/lantern-iron-yellow.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.BqbOGVNZnpPbMuTi;items.387;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Large Chest;equipment;1 thaler;1;;other;icons/containers/chest/chest-reinforced-box-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.sKgVlpR4IaMVcXEN;items.388;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Lightbringer;equipment;;1;;other;icons/sundries/books/book-worn-brown-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.3v8BUhQK9usMSt4w;actors.60.items.7;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Lockpicks;equipment;1 thaler;1;;other;icons/tools/hand/lockpicks-steel-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.v4BN68Uu8TfvetQs;items.389;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Long-stemmed Seafoam Pipe;equipment;1 thaler;1;;other;icons/sundries/misc/pipe-bone.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.XH4O7ZYM79WJ2A20;items.160;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;"Longbottom Leaf, one box";equipment;8 shillings;1;;other;icons/consumables/plants/dried-herb-bundle-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.9m5XYf7vIo8Zzilz;items.161;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Lucky charm;equipment;;1;;other;icons/commodities/bones/skull-hollow-grey.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.UsdXPbvKPfoNrHFq;actors.20.items.7;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Lucky Charm;equipment;1D10 thaler;1;;other;icons/equipment/neck/pendant-simple-claw.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.IPYadM1tCk8ycemI;actors.37.items.3;3;"Symbaroum Adventure Collection, Symbaroum Core Rulebook, Symbaroum Game Master's Guide"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Lucky Coin;equipment;8 thaler;1;;other;icons/commodities/currency/coin-inset-swirl-gold.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.gS4jqIQn47lMBMAt;items.38;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Lute;equipment;15 shillings;1;;other;icons/tools/instruments/lute-gold-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.7N8SN1EeCdDDxyQ2;items.162;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Mal-Rogan's Mummified Hand;equipment;;1;;active;icons/commodities/biological/hand-yellow-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.7uujw14EM50z4Eea;actors.57.items.7;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Mal-Rogan's Mummified Hand;equipment;;1;;other;icons/commodities/biological/hand-yellow-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.1cCakrFd71BLvovB;items.334;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Map of the Area;equipment;;1;;other;icons/sundries/documents/parchment-plain-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.MTgrNROg46zHGxBG;actors.40.items.9;2;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Marlit Cape;equipment;4 thaler;1;;other;icons/equipment/back/cape-layered-simple-brown.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.Aq7XlQZjroTWlC5e;items.39;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Marmalade Confectionery;equipment;3 shillings;1;;other;icons/consumables/food/preserves-jam-jelly-jar-brown-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.vZkz9M8915uztsRo;items.216;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Marzipan Figurines;equipment;5 shillings;1;;other;icons/consumables/food/candy-pattie-pink-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.GyImGCyD1M5uaAbT;items.217;1;Symbaroum Core Rulebook
Symbaroum Adventure Collection;Symbaroum Adventure Collection;Symbaroum Adventure Collection;Mask;equipment;5–10 ortegs;1;;active;icons/equipment/head/mask-carved-scream-tan.webp;Compendium.symbaroum-adventure-collection.symbaroum-adventure-collection.x03GvZeAse1nm5Ji;actors.28.items.2;3;"Symbaroum Adventure Collection, Symbaroum Core Rulebook"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Mask;equipment;5–10 ortegs;1;;other;icons/equipment/head/mask-carved-scream-tan.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.LCkhtMcuoe4q1aL9;items.390;2;"Symbaroum Core Rulebook, Symbaroum Monster Codex"
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Meat & Beats;equipment;8 ortegs;1;;other;icons/consumables/food/bowl-ribs-meat-rice-mash-brown-white.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.auYHhueBfbULEhlV;items.218;1;Symbaroum Core Rulebook
Symbaroum Core Rulebook;Symbaroum RPG Core Rules;Symbaroum Core Rules;Meat Pie;equipment;2 shillings;1;;other;icons/consumables/food/plate-pasta-noodles-white-red.webp;Compendium.symbaroum-corerules.symbaroum-core-rules.E522AWZVX170oYH0;items.219;1;Symbaroum Core Rulebook
